time,cpu@tsung_controller@90c4072c0a63 
0,5.226329221107596 
10,5.1869570691174625 
20,2.591194968553459 
30,2.3746701846965697 
40,3.4135281521602217 
50,3.6405005688282137 
60,5.585676459462867 
70,5.387248066928635 
80,5.160390516039052 
90,4.524772497472194 
100,3.7308713797900594 
110,2.943026034461074 
120,4.951493007433539 
130,3.902807503462168 
137,3.2904689863842664 
