time,session 
20,1686.1025508353734 
30,0.0 
40,11363.740141789314 
50,13400.938780850662 
60,13278.322597521734 
70,2934.4329457580848 
80,11912.638895585882 
90,7479.323445080326 
100,16725.81974649328 
110,7228.666742115975 
120,4447.416499999999 
130,0.0 
137,6043.448672324163 
