time,cpu@tsung_controller@90c4072c0a63 
0,5.226329221107596 
10,5.226329221107596 
20,5.226329221107596 
30,5.226329221107596 
40,5.226329221107596 
50,5.226329221107596 
60,5.585676459462867 
70,5.585676459462867 
80,5.585676459462867 
90,5.585676459462867 
100,5.585676459462867 
110,5.585676459462867 
120,5.585676459462867 
130,5.585676459462867 
137,5.585676459462867 
