time,size_sent,size_rcv 
0,1.10546875,5.715625 
10,2.8890625,14.2921875 
20,5.02109375,25.34609375 
30,7.84140625,40.21015625 
40,12.2546875,61.88125 
50,15.684375,79.47109375 
60,20.04765625,102.74765625 
70,30.61328125,155.940625 
80,42.128125,212.68828125 
90,51.440625,261.8515625 
100,56.290625,285.53515625 
110,58.76484375,297.33125 
120,59.0890625,298.86875 
130,59.3609375,300.28359375 
137,59.740625,302.2078125 
