time,502,200 
0,0.1,1.3 
10,0,1.8 
20,0,2.4 
30,0.1,3.5 
40,0,4.8 
50,0,3.9 
60,0,5.8 
70,0,12.5 
80,0.3,13 
90,0.1,10.6 
100,0,4.6 
110,0.1,2.1 
120,0,0.3 
130,0,0.3 
137,0,0.4 
