time,cpu@tsung_controller@90c4072c0a63 
0,5.226329221107596 
10,5.1869570691174625 
20,2.591194968553459 
30,2.3746701846965697 
40,2.3746701846965697 
50,2.3746701846965697 
60,2.3746701846965697 
70,2.3746701846965697 
80,2.3746701846965697 
90,2.3746701846965697 
100,2.3746701846965697 
110,2.3746701846965697 
120,2.3746701846965697 
130,2.3746701846965697 
137,2.3746701846965697 
