time,cpu@tsung_controller@90c4072c0a63 
0,5.613239574777489 
10,5.613239574777489 
20,5.613239574777489 
30,5.613239574777489 
40,5.613239574777489 
50,6.483600305110603 
60,6.483600305110603 
70,6.483600305110603 
80,6.483600305110603 
90,6.483600305110603 
100,6.483600305110603 
110,6.483600305110603 
120,6.483600305110603 
130,6.483600305110603 
140,6.483600305110603 
142,6.483600305110603 
