time,connect,request 
0,440.087,167.481 
10,434.661,139.932 
20,434.452,139.932 
30,411.319,138.799 
40,411.319,134.553 
50,411.319,134.553 
60,411.319,134.553 
70,411.319,132.769 
80,408.768,132.769 
90,408.768,132.769 
100,408.768,132.769 
110,408.768,132.769 
120,408.768,132.769 
130,408.768,132.769 
140,408.768,132.769 
142,408.768,132.769 
