time,session 
20,15464.5195 
30,27534.504 
40,15930.364000000001 
50,20082.837499999998 
60,30710.652000000002 
70,20000.8016 
80,20357.744333333332 
90,16944.81711111111 
100,21886.765047619043 
110,25818.191000000003 
120,45354.06924999999 
130,47853.30725 
140,58851.793666666665 
142,0 
