time,200,502 
0,0.3, 
10,1.4, 
20,1.8, 
30,5.1, 
40,3.3, 
50,3.9, 
60,2.2, 
70,5.6,0.1 
80,11.4,0.1 
90,13.2,0 
100,9.2,0.1 
110,5,0 
120,2.4,0 
130,1.6,0 
140,0.3,0 
142,0,0 
