time,session 
20,2453.2715000000007 
30,1351.6141447232646 
40,5843.95501847322 
50,9502.118521105043 
60,12947.336735182858 
70,7622.436337542863 
80,7378.7821318680735 
90,3272.77286429136 
100,7374.5616904689105 
110,8106.80319089043 
120,8158.3105093147005 
130,3451.89072784151 
140,8655.548795274715 
142,0 
