time,connect,request 
0,1018.432,1692.65 
10,1018.432,2222.139 
20,1018.432,2222.139 
30,1018.432,2222.139 
40,1018.432,2222.139 
50,1018.432,2747.794 
60,1018.432,2747.794 
70,1018.432,2747.794 
80,1018.432,2747.794 
90,3444.394,5265.414 
100,3444.394,5265.414 
110,3444.394,5265.414 
120,3444.394,5265.414 
130,3444.394,5265.414 
140,3444.394,5265.414 
142,3444.394,5265.414 
