time,cpu@tsung_controller@90c4072c0a63 
0,5.613239574777489 
10,4.954841946813849 
20,2.772550495546356 
30,4.743928526487983 
40,3.5233421416886874 
50,6.483600305110603 
60,4.611314098525892 
70,3.7600603621730384 
80,4.0085717887306185 
90,4.134530281957264 
100,4.754678806272129 
110,4.929221435793731 
120,3.4382871536523933 
130,2.019821854221553 
140,2.019315188762072 
142,1.9187358916478554 
