time,cpu@tsung_controller@90c4072c0a63 
0,5.613239574777489 
10,4.954841946813849 
20,2.772550495546356 
30,2.772550495546356 
40,2.772550495546356 
50,2.772550495546356 
60,2.772550495546356 
70,2.772550495546356 
80,2.772550495546356 
90,2.772550495546356 
100,2.772550495546356 
110,2.772550495546356 
120,2.772550495546356 
130,2.019821854221553 
140,2.019315188762072 
142,1.9187358916478554 
