time,connect,request 
0,685.0334,852.6495000000001 
10,447.69849999999997,572.98915 
20,454.7585000000001,648.3829130434784 
30,453.6786,541.5512941176469 
40,465.72433333333333,522.998023809524 
50,441.71825,381.9889130434783 
60,445.7222,542.1156666666668 
70,452.23137499999996,526.6597571428572 
80,452.55676000000005,588.8539051724136 
90,488.564,486.5095568181818 
100,0,408.6573018867924 
110,0,707.3976315789474 
120,0,636.1721666666667 
130,0,541.3375000000001 
131,0,0 
