time,cpu@tsung_controller@3e43ea4093fb 
0,5.805436880826244 
10,6.429479034307496 
20,6.429479034307496 
30,6.429479034307496 
40,6.429479034307496 
50,6.429479034307496 
60,6.429479034307496 
70,6.429479034307496 
80,6.429479034307496 
90,6.946381036886804 
100,6.946381036886804 
110,6.946381036886804 
120,6.946381036886804 
130,6.946381036886804 
131,6.946381036886804 
