time,session 
10,7326.961 
20,7326.961 
30,7326.961 
40,7326.961 
50,7326.961 
60,7326.961 
70,7326.961 
80,7326.961 
90,7326.961 
100,7326.961 
110,7326.961 
120,7326.961 
130,7326.961 
131,7326.961 
