time,session 
10,0 
20,3535.1375000000007 
30,0.0 
40,10936.430444268442 
50,8184.693559163309 
60,10785.365735308385 
70,12203.113503500348 
80,10657.911320079691 
90,5822.3440084558015 
100,6551.256029062521 
110,15555.80379443712 
120,3247.915298585956 
130,3424.822849896943 
131,0 
