time,cpu@tsung_controller@3e43ea4093fb 
0,5.805436880826244 
10,6.429479034307496 
20,3.005155287312964 
30,5.645364991159384 
40,2.979632889112396 
50,5.24987380111055 
60,3.56330553449583 
70,3.313594557137457 
80,3.663929248262792 
90,6.946381036886804 
100,3.5520846454213375 
110,3.4118091401233794 
120,3.1921578484353397 
130,2.4227968867687673 
131,2.706445115810675 
