time,session 
10,7326.961 
20,19749.8335 
30,33853.437 
40,24314.629714285715 
50,18544.338 
60,24549.57733333333 
70,28329.465428571424 
80,17211.155166666667 
90,16379.671785714285 
100,24201.807214285716 
110,42098.72562499999 
120,35863.681249999994 
130,50991.85633333334 
131,0 
