time,connect,request 
0,1533.999,1888.949 
10,1533.999,1888.949 
20,1533.999,2234.974 
30,1533.999,2234.974 
40,1533.999,2234.974 
50,1533.999,2234.974 
60,1533.999,2932.013 
70,1533.999,2932.013 
80,1533.999,5617.097 
90,1533.999,5617.097 
100,1533.999,5617.097 
110,1533.999,5617.097 
120,1533.999,5617.097 
130,1533.999,5617.097 
131,1533.999,5617.097 
