time,cpu@tsung_controller@3e43ea4093fb 
0,5.805436880826244 
10,5.805436880826244 
20,3.005155287312964 
30,3.005155287312964 
40,2.979632889112396 
50,2.979632889112396 
60,2.979632889112396 
70,2.979632889112396 
80,2.979632889112396 
90,2.979632889112396 
100,2.979632889112396 
110,2.979632889112396 
120,2.979632889112396 
130,2.4227968867687673 
131,2.4227968867687673 
