time,cpu@tsung_controller@90c4072c0a63 
0,5.401838480915703 
10,5.401838480915703 
20,3.5200605601816806 
30,3.5142965108955786 
40,3.5142965108955786 
50,3.5142965108955786 
60,3.5142965108955786 
71,3.5142965108955786 
80,3.5142965108955786 
90,3.5142965108955786 
100,3.5142965108955786 
110,3.5142965108955786 
120,3.5142965108955786 
130,2.9803822937625757 
