time,session 
10,0 
20,1459.322051686737 
30,6769.3158537860845 
40,175.29250000000093 
50,5078.364863835669 
60,5838.584870194505 
71,10225.63063434256 
80,7139.9570638774685 
90,5864.617340768923 
100,7060.3568153146225 
110,4633.816206214544 
120,4150.004448047919 
130,6479.400961201184 
