time,cpu@tsung_controller@90c4072c0a63 
0,5.401838480915703 
10,13.945322297466767 
20,13.945322297466767 
30,13.945322297466767 
40,13.945322297466767 
50,13.945322297466767 
60,13.945322297466767 
71,13.945322297466767 
80,13.945322297466767 
90,13.945322297466767 
100,13.945322297466767 
110,13.945322297466767 
120,13.945322297466767 
130,13.945322297466767 
