time,tr_fluxo_compra,tr_fluxo_navegacao,page 
50,0,3722.5529114635515,517.0242548906006 
60,0.0,5140.801320736747,560.7610937303999 
71,1218.2664323081744,3505.0008848340094,511.77304540385916 
80,0.0,6358.751067163166,463.91981737882134 
90,0.0,5170.792393716329,581.654902416146 
100,6988.930359067786,4873.790490698236,472.01161914793977 
110,0.0,3503.928166511717,507.2381445731026 
120,3263.533891434492,0.0,518.8087303020856 
130,6479.389769347314,0,446.0168857735533 
