time,request,connect 
0,483.778375,667.0880000000001 
10,479.4387647058824,456.55 
20,454.56281250000006,443.1521666666667 
30,495.1675641025641,451.76800000000003 
40,484.5072045454546,451.81016666666665 
50,518.0297631578948,438.472 
60,648.1099298245616,448.67404999999997 
71,524.9734845360825,452.7752105263157 
80,533.6000655737706,458.01538095238107 
90,569.7456701030926,0 
100,481.27738461538473,0 
110,651.7434761904763,0 
120,630.3297333333333,0 
130,867.0991666666667,0 
