time,request,connect 
0,135.127,433.402 
10,135.127,433.402 
20,133.948,419.89 
30,133.948,419.89 
40,133.948,419.89 
50,133.948,419.89 
60,133.948,417.866 
71,133.948,417.866 
80,133.948,417.866 
90,133.948,417.866 
100,133.948,417.866 
110,133.948,417.866 
120,133.948,417.866 
130,133.948,417.866 
