time,request,connect 
0,1241.758,1103.747 
10,1489.997,1103.747 
20,1868.848,1103.747 
30,1868.848,1103.747 
40,1868.848,1103.747 
50,2222.557,1103.747 
60,2666.316,1103.747 
71,2666.316,1103.747 
80,2666.316,1103.747 
90,2734.754,1103.747 
100,2734.754,1103.747 
110,2734.754,1103.747 
120,2734.754,1103.747 
130,2734.754,1103.747 
