time,200,502 
0,0.6, 
10,3.1, 
20,4.1, 
30,4.2, 
40,4.4, 
50,3.5,0.1 
60,1.9,0 
70,7.6,0 
80,12,0.1 
90,11,0 
100,5.4,0.1 
110,4,0 
120,0.5,0 
122,0,0 
