time,connect,request 
0,526.4784000000001,571.4441666666667 
10,459.651,490.438322580645 
20,444.67175000000003,555.2775121951217 
30,474.1861428571429,607.4441190476189 
40,737.2330000000001,537.3976590909089 
50,477.10533333333336,704.9036388888888 
60,455.5637142857143,793.5014736842107 
70,452.42499999999995,725.1104868421054 
80,467.1037894736842,518.8138760330579 
90,437.81940000000003,542.5289090909089 
100,0,497.4785090909092 
110,0,490.63935000000004 
120,0,870.9346000000002 
122,0,0 
