time,session 
20,12142.219 
30,12142.219 
40,10889.512 
50,10889.512 
60,10889.512 
70,10889.512 
80,9344.936 
90,6691.804 
100,6691.804 
110,6691.804 
120,6691.804 
122,6691.804 
