time,cpu@tsung_controller@3e43ea4093fb 
0,5.752643255376691 
10,5.752643255376691 
20,5.752643255376691 
30,5.752643255376691 
40,5.752643255376691 
50,5.752643255376691 
60,5.752643255376691 
70,5.752643255376691 
80,5.752643255376691 
90,5.752643255376691 
100,5.999492643328259 
110,5.999492643328259 
120,5.999492643328259 
122,5.999492643328259 
