time,session 
20,16378.131 
30,22745.600833333334 
40,18416.2736 
50,31182.54744444444 
60,24512.46075 
70,27527.413500000002 
80,15504.46592857143 
90,18100.88085714286 
100,21152.051692307694 
110,39931.465818181816 
120,38323.046599999994 
122,0 
